edge index,traverse frequency,avg traverse time(s),geometry,points sequence
611,4,15.0,"LINESTRING (-8.6109795 41.1649768, -8.6109781 41.1647338, -8.6109892 41.1645454)","[[-8.6109795, 41.1649768], [-8.6109781, 41.1647338], [-8.6109892, 41.1645454]]"
8216,6,30.0,"LINESTRING (-8.6109892 41.1645454, -8.6110203 41.1639105, -8.6110233 41.1638334, -8.6110388 41.163436, -8.6110571 41.1632228, -8.6110755 41.1630201, -8.611091 41.1629185, -8.6111136 41.1628084, -8.6111351 41.1627093)","[[-8.6109892, 41.1645454], [-8.6110203, 41.1639105], [-8.6110233, 41.1638334], [-8.6110388, 41.163436], [-8.6110571, 41.1632228], [-8.6110755, 41.1630201], [-8.611091, 41.1629185], [-8.6111136, 41.1628084], [-8.6111351, 41.1627093]]"
438,2,15.0,"LINESTRING (-8.6111351 41.1627093, -8.6111545 41.1626192, -8.6113169 41.1618663, -8.6113257 41.161827, -8.6113729 41.161721)","[[-8.6111351, 41.1627093], [-8.6111545, 41.1626192], [-8.6113169, 41.1618663], [-8.6113257, 41.161827], [-8.6113729, 41.161721]]"
7049,3,15.0,"LINESTRING (-8.613285 41.1555082, -8.6132864 41.1553464, -8.6132878 41.1552594)","[[-8.613285, 41.1555082], [-8.6132864, 41.1553464], [-8.6132878, 41.1552594]]"
7040,3,15.0,"LINESTRING (-8.6132878 41.1552594, -8.6132841 41.1549111)","[[-8.6132878, 41.1552594], [-8.6132841, 41.1549111]]"
10041,6,37.5,"LINESTRING (-8.6132841 41.1549111, -8.6132927 41.1546083, -8.6132965 41.1544422, -8.6133006 41.1542672, -8.6133083 41.1541642)","[[-8.6132841, 41.1549111], [-8.6132927, 41.1546083], [-8.6132965, 41.1544422], [-8.6133006, 41.1542672], [-8.6133083, 41.1541642]]"
609,1,15.0,"LINESTRING (-8.6109795 41.1649768, -8.6109461 41.1651327, -8.6109317 41.1653759, -8.6109324 41.1654481)","[[-8.6109795, 41.1649768], [-8.6109461, 41.1651327], [-8.6109317, 41.1653759], [-8.6109324, 41.1654481]]"
10725,1,15.0,"LINESTRING (-8.6109324 41.1654481, -8.6109341 41.1656206, -8.6109268 41.1657322, -8.6108909 41.1667199, -8.6108886 41.1667825)","[[-8.6109324, 41.1654481], [-8.6109341, 41.1656206], [-8.6109268, 41.1657322], [-8.6108909, 41.1667199], [-8.6108886, 41.1667825]]"
1894,1,15.0,"LINESTRING (-8.6108886 41.1667825, -8.6108401 41.1675081, -8.610833 41.1675902)","[[-8.6108886, 41.1667825], [-8.6108401, 41.1675081], [-8.610833, 41.1675902]]"
2893,1,15.0,"LINESTRING (-8.610833 41.1675902, -8.6108265 41.1676696, -8.6108095 41.1677062, -8.6107657 41.1677569)","[[-8.610833, 41.1675902], [-8.6108265, 41.1676696], [-8.6108095, 41.1677062], [-8.6107657, 41.1677569]]"
1688,1,15.0,"LINESTRING (-8.6107657 41.1677569, -8.6098197 41.1684728)","[[-8.6107657, 41.1677569], [-8.6098197, 41.1684728]]"
2891,2,15.0,"LINESTRING (-8.6098197 41.1684728, -8.608551 41.1694097)","[[-8.6098197, 41.1684728], [-8.608551, 41.1694097]]"
1888,3,15.0,"LINESTRING (-8.608551 41.1694097, -8.6084611 41.1695191)","[[-8.608551, 41.1694097], [-8.6084611, 41.1695191]]"
1690,3,15.0,"LINESTRING (-8.6084611 41.1695191, -8.6082651 41.1696555)","[[-8.6084611, 41.1695191], [-8.6082651, 41.1696555]]"
5174,4,15.0,"LINESTRING (-8.6082651 41.1696555, -8.6082111 41.1696899)","[[-8.6082651, 41.1696555], [-8.6082111, 41.1696899]]"
2268,2,15.0,"LINESTRING (-8.6082111 41.1696899, -8.6081611 41.1697339)","[[-8.6082111, 41.1696899], [-8.6081611, 41.1697339]]"
2265,2,15.0,"LINESTRING (-8.6081611 41.1697339, -8.607905 41.1699536)","[[-8.6081611, 41.1697339], [-8.607905, 41.1699536]]"
2272,1,15.0,"LINESTRING (-8.6079482 41.1700362, -8.6083954 41.1706766)","[[-8.6079482, 41.1700362], [-8.6083954, 41.1706766]]"
2629,1,15.0,"LINESTRING (-8.6083954 41.1706766, -8.6085458 41.1710151)","[[-8.6083954, 41.1706766], [-8.6085458, 41.1710151]]"
2628,1,15.0,"LINESTRING (-8.6085458 41.1710151, -8.6086289 41.1712446, -8.6089122 41.1719036, -8.6092974 41.1729093, -8.6093197 41.1729674)","[[-8.6085458, 41.1710151], [-8.6086289, 41.1712446], [-8.6089122, 41.1719036], [-8.6092974, 41.1729093], [-8.6093197, 41.1729674]]"
2259,2,30.0,"LINESTRING (-8.6093197 41.1729674, -8.6092856 41.1729735, -8.6083712 41.1731364, -8.6073315 41.1733228, -8.6059994 41.1735768, -8.6058176 41.1736115)","[[-8.6093197, 41.1729674], [-8.6092856, 41.1729735], [-8.6083712, 41.1731364], [-8.6073315, 41.1733228], [-8.6059994, 41.1735768], [-8.6058176, 41.1736115]]"
5237,3,15.0,"LINESTRING (-8.635403 41.15774, -8.6353684 41.1577332, -8.6347884 41.1576385, -8.6347335 41.1576284, -8.6341888 41.1575286, -8.6339669 41.157491, -8.6338587 41.1574776, -8.633738 41.1574738, -8.6336401 41.1574872, -8.6327592 41.157923, -8.6326882 41.1579584)","[[-8.635403, 41.15774], [-8.6353684, 41.1577332], [-8.6347884, 41.1576385], [-8.6347335, 41.1576284], [-8.6341888, 41.1575286], [-8.6339669, 41.157491], [-8.6338587, 41.1574776], [-8.633738, 41.1574738], [-8.6336401, 41.1574872], [-8.6327592, 41.157923], [-8.6326882, 41.1579584]]"
103,3,15.0,"LINESTRING (-8.6007815 41.1532733, -8.600874 41.1527505, -8.6011274 41.1514117, -8.6011448 41.151319, -8.6011461 41.1512304, -8.6011443 41.151124, -8.6011373 41.1510477)","[[-8.6007815, 41.1532733], [-8.600874, 41.1527505], [-8.6011274, 41.1514117], [-8.6011448, 41.151319], [-8.6011461, 41.1512304], [-8.6011443, 41.151124], [-8.6011373, 41.1510477]]"
901,3,,"LINESTRING (-8.6019875 41.1571641, -8.6020594 41.157184, -8.6024633 41.1572837, -8.6024914 41.1573068, -8.6028823 41.1587094, -8.6028995 41.1587574, -8.6029213 41.1588055, -8.6031655 41.1592624)","[[-8.6019875, 41.1571641], [-8.6020594, 41.157184], [-8.6024633, 41.1572837], [-8.6024914, 41.1573068], [-8.6028823, 41.1587094], [-8.6028995, 41.1587574], [-8.6029213, 41.1588055], [-8.6031655, 41.1592624]]"
904,1,,"LINESTRING (-8.6031655 41.1592624, -8.6028212 41.1598091, -8.6027699 41.1598906)","[[-8.6031655, 41.1592624], [-8.6028212, 41.1598091], [-8.6027699, 41.1598906]]"
562,5,50.0,"LINESTRING (-8.6010628 41.1594394, -8.601595 41.158092)","[[-8.6010628, 41.1594394], [-8.601595, 41.158092]]"
4589,5,15.0,"LINESTRING (-8.601595 41.158092, -8.6017729 41.15768)","[[-8.601595, 41.158092], [-8.6017729, 41.15768]]"
4598,5,15.0,"LINESTRING (-8.6017729 41.15768, -8.6019875 41.1571641)","[[-8.6017729, 41.15768], [-8.6019875, 41.1571641]]"
275,1,,"LINESTRING (-8.6517451 41.1761621, -8.6516344 41.1761968, -8.6515484 41.1762153, -8.651412 41.1762321, -8.6512529 41.176236, -8.6510449 41.1762338)","[[-8.6517451, 41.1761621], [-8.6516344, 41.1761968], [-8.6515484, 41.1762153], [-8.651412, 41.1762321], [-8.6512529, 41.176236], [-8.6510449, 41.1762338]]"
290,3,15.0,"LINESTRING (-8.6510449 41.1762338, -8.6500561 41.1754158, -8.6499559 41.1753329, -8.6495783 41.1750314, -8.649122 41.1746671, -8.6490624 41.1746185, -8.6487263 41.1743447, -8.6483209 41.1740162, -8.6479249 41.1736953, -8.6471067 41.1730321, -8.6469619 41.1729148, -8.6461511 41.172256, -8.6459076 41.1720604, -8.6455879 41.1718013, -8.6454851 41.171718, -8.6446382 41.1710136, -8.6442033 41.1706851, -8.6439821 41.1705068, -8.6439292 41.170458, -8.6438713 41.1703707)","[[-8.6510449, 41.1762338], [-8.6500561, 41.1754158], [-8.6499559, 41.1753329], [-8.6495783, 41.1750314], [-8.649122, 41.1746671], [-8.6490624, 41.1746185], [-8.6487263, 41.1743447], [-8.6483209, 41.1740162], [-8.6479249, 41.1736953], [-8.6471067, 41.1730321], [-8.6469619, 41.1729148], [-8.6461511, 41.172256], [-8.6459076, 41.1720604], [-8.6455879, 41.1718013], [-8.6454851, 41.171718], [-8.6446382, 41.1710136], [-8.6442033, 41.1706851], [-8.6439821, 41.1705068], [-8.6439292, 41.170458], [-8.6438713, 41.1703707]]"
4078,1,15.0,"LINESTRING (-8.676708 41.1639692, -8.6768847 41.1640375, -8.6773464 41.1644158, -8.6774303 41.1644527)","[[-8.676708, 41.1639692], [-8.6768847, 41.1640375], [-8.6773464, 41.1644158], [-8.6774303, 41.1644527]]"
4043,1,15.0,"LINESTRING (-8.6774303 41.1644527, -8.6775044 41.1645364)","[[-8.6774303, 41.1644527], [-8.6775044, 41.1645364]]"
4064,1,15.0,"LINESTRING (-8.6775044 41.1645364, -8.6777452 41.1647151, -8.6778374 41.1648163, -8.6779112 41.1649294)","[[-8.6775044, 41.1645364], [-8.6777452, 41.1647151], [-8.6778374, 41.1648163], [-8.6779112, 41.1649294]]"
7255,1,45.0,"LINESTRING (-8.6779112 41.1649294, -8.6780938 41.1652153, -8.6781099 41.1652536, -8.6781105 41.1652974, -8.678032 41.1655596, -8.67796 41.1657999, -8.6779242 41.16594, -8.6779062 41.1660054)","[[-8.6779112, 41.1649294], [-8.6780938, 41.1652153], [-8.6781099, 41.1652536], [-8.6781105, 41.1652974], [-8.678032, 41.1655596], [-8.67796, 41.1657999], [-8.6779242, 41.16594], [-8.6779062, 41.1660054]]"
8250,3,15.0,"LINESTRING (-8.5940387 41.1603487, -8.5939121 41.1603793, -8.5936774 41.1604547, -8.5935535 41.1604954, -8.5934639 41.1605486)","[[-8.5940387, 41.1603487], [-8.5939121, 41.1603793], [-8.5936774, 41.1604547], [-8.5935535, 41.1604954], [-8.5934639, 41.1605486]]"
423,3,15.0,"LINESTRING (-8.5934639 41.1605486, -8.5923386 41.1608958)","[[-8.5934639, 41.1605486], [-8.5923386, 41.1608958]]"
5569,3,15.0,"LINESTRING (-8.5923386 41.1608958, -8.5922697 41.1608967, -8.5922132 41.1609112, -8.592157 41.1609325, -8.5919652 41.1609978)","[[-8.5923386, 41.1608958], [-8.5922697, 41.1608967], [-8.5922132, 41.1609112], [-8.592157, 41.1609325], [-8.5919652, 41.1609978]]"
4822,2,15.0,"LINESTRING (-8.5748499 41.177561, -8.5749331 41.1774386, -8.5752008 41.1769898, -8.5754136 41.1765611, -8.5756165 41.1760254, -8.5757216 41.1756412, -8.5758249 41.1752409, -8.5758489 41.1751357)","[[-8.5748499, 41.177561], [-8.5749331, 41.1774386], [-8.5752008, 41.1769898], [-8.5754136, 41.1765611], [-8.5756165, 41.1760254], [-8.5757216, 41.1756412], [-8.5758249, 41.1752409], [-8.5758489, 41.1751357]]"
10690,2,15.0,"LINESTRING (-8.5758489 41.1751357, -8.5759813 41.1745544, -8.5760095 41.174448)","[[-8.5758489, 41.1751357], [-8.5759813, 41.1745544], [-8.5760095, 41.174448]]"
2338,1,15.0,"LINESTRING (-8.5760095 41.174448, -8.5754384 41.1743086)","[[-8.5760095, 41.174448], [-8.5754384, 41.1743086]]"
9043,1,15.0,"LINESTRING (-8.5754384 41.1743086, -8.5750852 41.1742224, -8.5747881 41.1741818)","[[-8.5754384, 41.1743086], [-8.5750852, 41.1742224], [-8.5747881, 41.1741818]]"
6884,1,15.0,"LINESTRING (-8.5747881 41.1741818, -8.5745641 41.1741734, -8.5741606 41.1741842)","[[-8.5747881, 41.1741818], [-8.5745641, 41.1741734], [-8.5741606, 41.1741842]]"
6886,1,15.0,"LINESTRING (-8.5741606 41.1741842, -8.5740541 41.1741579, -8.5739858 41.174122, -8.5739012 41.1740443)","[[-8.5741606, 41.1741842], [-8.5740541, 41.1741579], [-8.5739858, 41.174122], [-8.5739012, 41.1740443]]"
6880,1,15.0,"LINESTRING (-8.5739012 41.1740443, -8.5739031 41.1739567, -8.5738615 41.1738768, -8.5737798 41.1738129, -8.5736733 41.1737783, -8.5735576 41.1737769)","[[-8.5739012, 41.1740443], [-8.5739031, 41.1739567], [-8.5738615, 41.1738768], [-8.5737798, 41.1738129], [-8.5736733, 41.1737783], [-8.5735576, 41.1737769]]"
6896,1,15.0,"LINESTRING (-8.5721684 41.174452, -8.5720715 41.1741698, -8.5720068 41.1741066, -8.5714269 41.1738675, -8.5712712 41.1738448, -8.5711298 41.173846, -8.5710218 41.1738699)","[[-8.5721684, 41.174452], [-8.5720715, 41.1741698], [-8.5720068, 41.1741066], [-8.5714269, 41.1738675], [-8.5712712, 41.1738448], [-8.5711298, 41.173846], [-8.5710218, 41.1738699]]"
6876,1,15.0,"LINESTRING (-8.5710218 41.1738699, -8.5709518 41.1738593, -8.5707218 41.17389, -8.5705942 41.1738827, -8.5704232 41.173875, -8.5701771 41.1738525, -8.569737 41.1738666, -8.5695999 41.1738702, -8.5694967 41.1739445, -8.5694161 41.1740809, -8.5693618 41.1742446)","[[-8.5710218, 41.1738699], [-8.5709518, 41.1738593], [-8.5707218, 41.17389], [-8.5705942, 41.1738827], [-8.5704232, 41.173875], [-8.5701771, 41.1738525], [-8.569737, 41.1738666], [-8.5695999, 41.1738702], [-8.5694967, 41.1739445], [-8.5694161, 41.1740809], [-8.5693618, 41.1742446]]"
8584,1,15.0,"LINESTRING (-8.5693618 41.1742446, -8.5692812 41.1743234)","[[-8.5693618, 41.1742446], [-8.5692812, 41.1743234]]"
8589,1,15.0,"LINESTRING (-8.5692812 41.1743234, -8.5687093 41.1747327, -8.5683186 41.1752738, -8.5681515 41.1753693, -8.5680502 41.1754534, -8.567797 41.1756634, -8.5673983 41.1761575, -8.5670484 41.1766329)","[[-8.5692812, 41.1743234], [-8.5687093, 41.1747327], [-8.5683186, 41.1752738], [-8.5681515, 41.1753693], [-8.5680502, 41.1754534], [-8.567797, 41.1756634], [-8.5673983, 41.1761575], [-8.5670484, 41.1766329]]"
8590,1,15.0,"LINESTRING (-8.5670484 41.1766329, -8.5668779 41.1765232, -8.5665384 41.1762619, -8.5664691 41.1762112, -8.5662066 41.1760163, -8.5661562 41.1759658, -8.5661302 41.1759152, -8.5661202 41.1758449, -8.5661265 41.1758082, -8.5661391 41.1757617, -8.5661638 41.1757151, -8.5664962 41.1754037, -8.5666475 41.1752241, -8.5671345 41.1747834, -8.5672298 41.1747243)","[[-8.5670484, 41.1766329], [-8.5668779, 41.1765232], [-8.5665384, 41.1762619], [-8.5664691, 41.1762112], [-8.5662066, 41.1760163], [-8.5661562, 41.1759658], [-8.5661302, 41.1759152], [-8.5661202, 41.1758449], [-8.5661265, 41.1758082], [-8.5661391, 41.1757617], [-8.5661638, 41.1757151], [-8.5664962, 41.1754037], [-8.5666475, 41.1752241], [-8.5671345, 41.1747834], [-8.5672298, 41.1747243]]"
6901,1,,"LINESTRING (-8.5672298 41.1747243, -8.5677654 41.1742389)","[[-8.5672298, 41.1747243], [-8.5677654, 41.1742389]]"
341,1,,"LINESTRING (-8.5677654 41.1742389, -8.5679235 41.1740564, -8.5679928 41.1738878, -8.5680366 41.1737275)","[[-8.5677654, 41.1742389], [-8.5679235, 41.1740564], [-8.5679928, 41.1738878], [-8.5680366, 41.1737275]]"
342,1,,"LINESTRING (-8.5680366 41.1737275, -8.5680621 41.173699, -8.5680783 41.1736719, -8.5680989 41.1736067, -8.5681002 41.1735654, -8.5680931 41.1735248, -8.5680656 41.1734578)","[[-8.5680366, 41.1737275], [-8.5680621, 41.173699], [-8.5680783, 41.1736719], [-8.5680989, 41.1736067], [-8.5681002, 41.1735654], [-8.5680931, 41.1735248], [-8.5680656, 41.1734578]]"
5351,1,,"LINESTRING (-8.5680656 41.1734578, -8.5680403 41.1734229, -8.5680187 41.1734005, -8.5679861 41.1733759, -8.5679489 41.1733562)","[[-8.5680656, 41.1734578], [-8.5680403, 41.1734229], [-8.5680187, 41.1734005], [-8.5679861, 41.1733759], [-8.5679489, 41.1733562]]"
6868,1,,"LINESTRING (-8.5679489 41.1733562, -8.5679041 41.1733474, -8.5678594 41.1733413)","[[-8.5679489, 41.1733562], [-8.5679041, 41.1733474], [-8.5678594, 41.1733413]]"
6867,1,,"LINESTRING (-8.5678594 41.1733413, -8.5677912 41.1732863, -8.5677409 41.1732251, -8.5676206 41.1729534, -8.5675874 41.1728681, -8.5672183 41.172045, -8.5671679 41.1718671, -8.5671644 41.1717127, -8.567193 41.1715969)","[[-8.5678594, 41.1733413], [-8.5677912, 41.1732863], [-8.5677409, 41.1732251], [-8.5676206, 41.1729534], [-8.5675874, 41.1728681], [-8.5672183, 41.172045], [-8.5671679, 41.1718671], [-8.5671644, 41.1717127], [-8.567193, 41.1715969]]"
344,1,,"LINESTRING (-8.567193 41.1715969, -8.5672683 41.1714777, -8.5674065 41.1713337, -8.56761 41.1712097, -8.569488 41.1704612)","[[-8.567193, 41.1715969], [-8.5672683, 41.1714777], [-8.5674065, 41.1713337], [-8.56761, 41.1712097], [-8.569488, 41.1704612]]"
7970,1,,"LINESTRING (-8.569488 41.1704612, -8.5701353 41.1702078)","[[-8.569488, 41.1704612], [-8.5701353, 41.1702078]]"
345,1,,"LINESTRING (-8.5701353 41.1702078, -8.5703555 41.1701439, -8.5708908 41.1699314, -8.570939 41.1698965)","[[-8.5701353, 41.1702078], [-8.5703555, 41.1701439], [-8.5708908, 41.1699314], [-8.570939, 41.1698965]]"
6858,1,,"LINESTRING (-8.570939 41.1698965, -8.5712631 41.1697607)","[[-8.570939, 41.1698965], [-8.5712631, 41.1697607]]"
6839,1,,"LINESTRING (-8.5721838 41.1694226, -8.5727026 41.1692068)","[[-8.5721838, 41.1694226], [-8.5727026, 41.1692068]]"
2341,2,15.0,"LINESTRING (-8.5760095 41.174448, -8.5761829 41.1741716, -8.5763749 41.1739703, -8.5765024 41.1738665, -8.5765553 41.1738234)","[[-8.5760095, 41.174448], [-8.5761829, 41.1741716], [-8.5763749, 41.1739703], [-8.5765024, 41.1738665], [-8.5765553, 41.1738234]]"
7191,4,15.0,"LINESTRING (-8.5765553 41.1738234, -8.5769117 41.1735333, -8.5771738 41.1733199, -8.577335 41.1731887, -8.5783427 41.1723652, -8.5785442 41.1721931, -8.5787514 41.1719644, -8.5789471 41.1716631, -8.5790289 41.171512, -8.5790457 41.1714458, -8.5790677 41.1713594, -8.5790341 41.1711627)","[[-8.5765553, 41.1738234], [-8.5769117, 41.1735333], [-8.5771738, 41.1733199], [-8.577335, 41.1731887], [-8.5783427, 41.1723652], [-8.5785442, 41.1721931], [-8.5787514, 41.1719644], [-8.5789471, 41.1716631], [-8.5790289, 41.171512], [-8.5790457, 41.1714458], [-8.5790677, 41.1713594], [-8.5790341, 41.1711627]]"
2337,3,,"LINESTRING (-8.5790341 41.1711627, -8.5790677 41.1713594, -8.5790457 41.1714458, -8.5790289 41.171512, -8.5789471 41.1716631, -8.5787514 41.1719644, -8.5785442 41.1721931, -8.5783427 41.1723652, -8.577335 41.1731887, -8.5771738 41.1733199, -8.5769117 41.1735333, -8.5765553 41.1738234)","[[-8.5790341, 41.1711627], [-8.5790677, 41.1713594], [-8.5790457, 41.1714458], [-8.5790289, 41.171512], [-8.5789471, 41.1716631], [-8.5787514, 41.1719644], [-8.5785442, 41.1721931], [-8.5783427, 41.1723652], [-8.577335, 41.1731887], [-8.5771738, 41.1733199], [-8.5769117, 41.1735333], [-8.5765553, 41.1738234]]"
2335,1,,"LINESTRING (-8.5790341 41.1711627, -8.5789619 41.1710301, -8.5788715 41.1709465, -8.5784428 41.1708193, -8.5783734 41.1707557, -8.5783668 41.17068, -8.5785726 41.1704064)","[[-8.5790341, 41.1711627], [-8.5789619, 41.1710301], [-8.5788715, 41.1709465], [-8.5784428, 41.1708193], [-8.5783734, 41.1707557], [-8.5783668, 41.17068], [-8.5785726, 41.1704064]]"
8577,1,,"LINESTRING (-8.5785726 41.1704064, -8.5793386 41.1694737)","[[-8.5785726, 41.1704064], [-8.5793386, 41.1694737]]"
6842,1,,"LINESTRING (-8.5793386 41.1694737, -8.5794665 41.1693278, -8.57953 41.1692417, -8.5795935 41.1691436, -8.57964 41.1690604, -8.5796936 41.1689518, -8.5797267 41.1688503, -8.5797598 41.1687222, -8.5798011 41.1684475, -8.5798024 41.1683607, -8.5797972 41.168254, -8.5797804 41.168137)","[[-8.5793386, 41.1694737], [-8.5794665, 41.1693278], [-8.57953, 41.1692417], [-8.5795935, 41.1691436], [-8.57964, 41.1690604], [-8.5796936, 41.1689518], [-8.5797267, 41.1688503], [-8.5797598, 41.1687222], [-8.5798011, 41.1684475], [-8.5798024, 41.1683607], [-8.5797972, 41.168254], [-8.5797804, 41.168137]]"
6388,1,,"LINESTRING (-8.5797804 41.168137, -8.5799481 41.1681826, -8.5801519 41.168222, -8.5803947 41.1682634, -8.5808972 41.1683433, -8.5810022 41.1684343, -8.5811912 41.1685351)","[[-8.5797804, 41.168137], [-8.5799481, 41.1681826], [-8.5801519, 41.168222], [-8.5803947, 41.1682634], [-8.5808972, 41.1683433], [-8.5810022, 41.1684343], [-8.5811912, 41.1685351]]"
8566,1,,"LINESTRING (-8.5811912 41.1685351, -8.5809674 41.1689908, -8.5809791 41.1690993, -8.5813113 41.1697549, -8.5813429 41.1698687)","[[-8.5811912, 41.1685351], [-8.5809674, 41.1689908], [-8.5809791, 41.1690993], [-8.5813113, 41.1697549], [-8.5813429, 41.1698687]]"
6856,1,,"LINESTRING (-8.5813429 41.1698687, -8.5813842 41.1701104)","[[-8.5813429, 41.1698687], [-8.5813842, 41.1701104]]"
1821,1,,"LINESTRING (-8.5813842 41.1701104, -8.5812135 41.1703099, -8.5809478 41.170578)","[[-8.5813842, 41.1701104], [-8.5812135, 41.1703099], [-8.5809478, 41.170578]]"
1803,1,,"LINESTRING (-8.5809478 41.170578, -8.5811636 41.1706296, -8.5813075 41.1706696, -8.5814434 41.1707279, -8.5815606 41.1708057, -8.5817883 41.1711077, -8.5820067 41.1712743, -8.5823612 41.1713979)","[[-8.5809478, 41.170578], [-8.5811636, 41.1706296], [-8.5813075, 41.1706696], [-8.5814434, 41.1707279], [-8.5815606, 41.1708057], [-8.5817883, 41.1711077], [-8.5820067, 41.1712743], [-8.5823612, 41.1713979]]"
5543,2,15.0,"LINESTRING (-8.5829102 41.1703658, -8.5831335 41.1704197, -8.5833703 41.1704211, -8.5835896 41.1703696, -8.5837694 41.1702715, -8.5839132 41.1701384, -8.5840133 41.1699526, -8.5840672 41.1698524)","[[-8.5829102, 41.1703658], [-8.5831335, 41.1704197], [-8.5833703, 41.1704211], [-8.5835896, 41.1703696], [-8.5837694, 41.1702715], [-8.5839132, 41.1701384], [-8.5840133, 41.1699526], [-8.5840672, 41.1698524]]"
1179,1,,"LINESTRING (-8.5840672 41.1698524, -8.5842008 41.1698929, -8.5844283 41.1699618, -8.5847093 41.170046, -8.5847817 41.1700677)","[[-8.5840672, 41.1698524], [-8.5842008, 41.1698929], [-8.5844283, 41.1699618], [-8.5847093, 41.170046], [-8.5847817, 41.1700677]]"
5008,2,15.0,"LINESTRING (-8.5847817 41.1700677, -8.5853228 41.1702188, -8.5854132 41.1702441)","[[-8.5847817, 41.1700677], [-8.5853228, 41.1702188], [-8.5854132, 41.1702441]]"
5019,2,15.0,"LINESTRING (-8.5854132 41.1702441, -8.5857366 41.1703358, -8.5859975 41.1704098, -8.586059 41.1704272)","[[-8.5854132, 41.1702441], [-8.5857366, 41.1703358], [-8.5859975, 41.1704098], [-8.586059, 41.1704272]]"
5012,2,15.0,"LINESTRING (-8.586059 41.1704272, -8.5863433 41.1705096, -8.586498 41.1705533)","[[-8.586059, 41.1704272], [-8.5863433, 41.1705096], [-8.586498, 41.1705533]]"
5562,1,,"LINESTRING (-8.586498 41.1705533, -8.5866465 41.1705967, -8.5872356 41.1707648)","[[-8.586498, 41.1705533], [-8.5866465, 41.1705967], [-8.5872356, 41.1707648]]"
1212,1,,"LINESTRING (-8.5872356 41.1707648, -8.5878764 41.1709614)","[[-8.5872356, 41.1707648], [-8.5878764, 41.1709614]]"
1230,1,,"LINESTRING (-8.5878764 41.1709614, -8.5884317 41.1710963)","[[-8.5878764, 41.1709614], [-8.5884317, 41.1710963]]"
1098,7,15.0,"LINESTRING (-8.5884317 41.1710963, -8.5883442 41.1712325)","[[-8.5884317, 41.1710963], [-8.5883442, 41.1712325]]"
1990,7,15.0,"LINESTRING (-8.5883442 41.1712325, -8.5878116 41.172062)","[[-8.5883442, 41.1712325], [-8.5878116, 41.172062]]"
2821,8,15.0,"LINESTRING (-8.5878116 41.172062, -8.5876613 41.1722951)","[[-8.5878116, 41.172062], [-8.5876613, 41.1722951]]"
1094,8,15.0,"LINESTRING (-8.5876613 41.1722951, -8.5872584 41.1729626)","[[-8.5876613, 41.1722951], [-8.5872584, 41.1729626]]"
4789,6,15.0,"LINESTRING (-8.5872584 41.1729626, -8.5870365 41.1733899)","[[-8.5872584, 41.1729626], [-8.5870365, 41.1733899]]"
2806,6,15.0,"LINESTRING (-8.5866386 41.174221, -8.5866146 41.1742957, -8.5864311 41.1748658)","[[-8.5866386, 41.174221], [-8.5866146, 41.1742957], [-8.5864311, 41.1748658]]"
